measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2012,4.045485379630779,4.173216886563789,3.918653735556748
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2013,4.079684267966884,4.206161281053029,3.9501523402403422
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2014,4.095568190948249,4.225369656143941,3.9619444824955936
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2015,4.09102676928182,4.2192425709601205,3.9630746984189633
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2016,4.10536405163474,4.239761026108331,3.98237921419784
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2017,4.128081048182638,4.256028276871481,4.005231827473715
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2018,4.167563001023186,4.303751736369262,4.034577303604683
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2019,4.166489640025341,4.29605505211364,4.0354499959649335
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2020,3.320925625958084,3.438101479171976,3.20059776487903
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2021,3.1022728345898942,3.2388566920515367,2.959962602696779
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2010,69.72814557921662,70.57301661942569,68.87682989672649
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2011,69.24176027246735,70.04205326998489,68.38570469410654
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2012,69.7866978813326,70.64483023671576,68.86856160450864
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2013,70.04945687823079,70.87673976795304,69.10175714617841
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2014,69.92946286634154,70.7982727261633,69.05573501871326
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2015,70.05189722675466,70.87039420232617,69.11382284357013
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2016,70.2546486580319,71.18238591423979,69.3473472734689
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2017,70.50611109204787,71.39956537826276,69.57644281747464
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2018,70.7737656454784,71.7220602961628,69.81682826030139
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2019,71.02355068579914,71.96783434998426,70.07595956977778
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2020,69.05808464538404,69.97379465949663,68.0975172843465
Life expectancy,Eastern Mediterranean Region,Both,2-4 years,Years,2021,68.198408605902,69.16946419249844,67.15735946292001
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2010,3.2628648816628876,3.3963215272831127,3.128075857804028
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2011,3.305547581113634,3.446673899489738,3.1691421273943687
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2012,3.3469376945732257,3.497227580210743,3.2097872096763593
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2013,3.3902385639999064,3.535815288779409,3.2464471001169577
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2014,3.3804878750608656,3.525707334858356,3.2381270802437236
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2015,3.3926056467170147,3.541130423706326,3.2543759426773438
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2016,3.4481459902375304,3.6043487139623904,3.3101143773651316
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2017,3.482257044402388,3.6311107457030984,3.352968836643916
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2018,3.507130463112658,3.6619367133709897,3.3621827917175917
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2019,3.4942083218384097,3.6435988257780676,3.3499084376824073
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2020,2.618488006310329,2.735293741442217,2.500469700852722
Life expectancy,Eastern Mediterranean Region,Both,95+ years,Years,2021,2.4497606968656354,2.582231737988481,2.320810155087858
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2010,70.3497974458396,71.19228849995791,69.46741517041843
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2011,69.80530373366355,70.6324602917256,68.92315703905825
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2012,70.42774788301098,71.31794607129007,69.47683530594496
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2013,70.70826405676296,71.5655796125713,69.74221233515503
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2014,70.59801152546841,71.4955358350959,69.6934667036112
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2015,70.72910404580037,71.58661682712923,69.75071801205571
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2016,70.94018136858966,71.91692680935495,69.98798361836792
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2017,71.20011788055133,72.12095589731956,70.23086762879784
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2018,71.48355128819564,72.46700655353294,70.4874497578535
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2019,71.74338226450494,72.72146602230914,70.75758085653511
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2020,69.81358288176828,70.74786739323308,68.81734932102779
Life expectancy,Eastern Mediterranean Region,Both,12-23 months,Years,2021,68.9688276660125,69.96428437242916,67.89375823830318
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2010,70.0184509113099,70.92376406378345,69.07947940069674
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2011,69.48193702288704,70.3865713961703,68.53447943684141
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2012,70.15498952934962,71.13425511229357,69.13414251076345
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2013,70.50193901212761,71.39989207533289,69.47064555096426
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2014,70.42223102928774,71.42541554481448,69.43257576557426
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2015,70.5768569473364,71.53176411795378,69.49174847800315
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2016,70.80994147830596,71.86301557213109,69.81160804234882
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2017,71.08972924953147,72.11240479586709,70.02218308901844
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2018,71.41903758432112,72.48315410481091,70.32421362848534
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2019,71.7064701112223,72.78136671652962,70.62440533039592
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2020,69.96451900333591,70.9828510495192,68.86966128994277
Life expectancy,Eastern Mediterranean Region,Both,1-5 months,Years,2021,69.16215615697045,70.23073813343166,67.98421171798405
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2010,70.3197263405868,71.19576230364902,69.3955434277201
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2011,69.76617500456877,70.65729848611635,68.84016091622394
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2012,70.42353758513892,71.35637312995277,69.4185026872828
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2013,70.7288350053088,71.61929012428875,69.70693114332656
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2014,70.63069924723564,71.60219387285373,69.66240377606084
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2015,70.77320470818768,71.6921247190391,69.73137938014028
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2016,70.99603369650724,72.03012513642139,70.01129140900804
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2017,71.26528078338342,72.25398349952248,70.23504340027536
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2018,71.56821687190944,72.60781629799494,70.50673854024815
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2019,71.84079513614283,72.87402042215454,70.80852482034753
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2020,69.98852101514812,70.9626916646886,68.93350164550141
Life expectancy,Eastern Mediterranean Region,Both,6-11 months,Years,2021,69.1622560957347,70.1895343508389,68.03269828092873
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2010,75.2616789812767,75.88539597392926,74.59083690607761
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2011,75.57107627228184,76.20464581810865,74.87215176817537
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2012,75.99750941654528,76.66444672546136,75.28735533276081
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2013,76.31301026527511,76.95811104536203,75.52471971719629
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2014,76.66195968779738,77.42146092903809,75.81804609461092
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2015,76.95412354807137,77.79782171801405,76.07743360689605
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2016,77.14144301892676,78.10421097585089,76.14081965822
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2017,77.34861861328011,78.3251486708701,76.31650257106685
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2018,77.5221031223011,78.63064972551709,76.35715798795874
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2019,77.64042259689167,78.83283165172938,76.40592688152641
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2020,77.77361921864295,78.99890497463416,76.5361457608327
Life expectancy,Western Pacific Region,Both,0-6 days,Years,2021,77.58289876947676,78.83188832424679,76.278880732062
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2010,75.73485165343264,76.3411650852436,75.06236549994024
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2011,76.02058700233104,76.66429175922366,75.30830374420556
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2012,76.42641387606828,77.09119296538174,75.71392316403546
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2013,76.72241527444052,77.36833712413595,75.93387121579075
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2014,77.05104317109671,77.8009965340038,76.207902307753
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2015,77.31866151200535,78.17080534306089,76.43480105193844
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2016,77.48358579569259,78.43553496093921,76.49280448138057
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2017,77.67951293320337,78.66316507364348,76.64876105655551
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2018,77.84576913956366,78.96101921853133,76.69086322959751
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2019,77.96109113028159,79.15247744107513,76.70942210760887
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2020,78.06763564963497,79.29890222565702,76.83074837735309
Life expectancy,Western Pacific Region,Both,7-27 days,Years,2021,77.86505803981588,79.09570355285884,76.55046829834679
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2010,71.60661416322752,72.19713330477592,70.92041715873607
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2011,71.84771833104723,72.46973100311594,71.16640163981837
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2012,72.19855204049475,72.87143806314072,71.47130867089857
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2013,72.4551480450419,73.11220362057678,71.65851716385062
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2014,72.73733032283319,73.496227357536,71.91504348883791
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2015,72.9649251536903,73.83257584485939,72.0839740552272
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2016,73.09295707775908,74.04752916862813,72.1100870881536
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2017,73.26352442614379,74.29263039584434,72.20706879296924
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2018,73.41316881785414,74.53563712002719,72.24757157695102
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2019,73.5160214596189,74.71254455740286,72.256283402058
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2020,73.61763621261574,74.85083423964107,72.39153442849381
Life expectancy,Western Pacific Region,Both,5-9 years,Years,2021,73.39351682483257,74.62000956736149,72.12629548071361
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2010,66.76954663302203,67.36620952542448,66.08298731068783
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2011,67.00294411641099,67.63122515247211,66.31901443570848
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2012,67.34698830952634,68.02005482232329,66.6208208107173
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2013,67.59915025542463,68.2609762886169,66.80421183213612
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2014,67.86895267178315,68.63038572474922,67.04525184266603
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2015,68.09018644026143,68.96296320306382,67.21073261108081
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2016,68.2131213633266,69.17126790937186,67.23580736237437
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2017,68.37745505529716,69.41418407914212,67.32091471725732
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2018,68.52161100084031,69.65088418583595,67.34631344940347
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2019,68.62056628310319,69.81681650691354,67.34424263410436
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2020,68.71316398308726,69.94375491419534,67.48498495313012
Life expectancy,Western Pacific Region,Both,10-14 years,Years,2021,68.48672608118619,69.71477357346596,67.21569769500455
Life expectancy,Western Pacific Region,Both,15-19 years,Years,2010,61.8908879610366,62.48478711179668,61.20766971606709
